,family,genus,species
2362,Totiviridae,Leishmaniavirus,Leishmania RNA virus 2
2363,Totiviridae,Leishmaniavirus,Leishmania RNA virus 1 - 13
2367,Flaviviridae,Flavivirus,Tick-borne flavivirus
2370,Tombusviridae,Tombusvirus,Carnation Italian ringspot virus
2378,Bromoviridae,Ilarvirus,Asparagus virus 2
2382,Bunyaviridae,Hantavirus,Black Creek Canal hantavirus
2384,Closteroviridae,Crinivirus,Sweet potato chlorotic stunt virus
2420,Flaviviridae,Flavivirus,Tyuleniy virus
2422,Flaviviridae,Flavivirus,Saumarez Reef virus
2426,Reoviridae,Orbivirus,Changuinola virus
2427,Reoviridae,Orbivirus,Corriparta virus
2429,Reoviridae,Orbivirus,Eubenangee virus
2430,Reoviridae,Orbivirus,Lebombo virus
2431,Reoviridae,Orbivirus,Orungo virus
2432,Reoviridae,Orbivirus,Palyam virus
2433,Reoviridae,Orbivirus,Umatilla virus
2434,Reoviridae,Orbivirus,Wallal virus
2435,Reoviridae,Orbivirus,Warrego virus
2437,Reoviridae,Orbivirus,Chenuda virus
2438,Reoviridae,Orbivirus,Wad Medani virus
2446,Hypoviridae,Hypovirus,Cryphonectria hypovirus 2
2453,Picornaviridae,Enterovirus,unidentified human poliovirus
2454,Tombusviridae,Panicovirus,Panicum mosaic virus
2469,Potyviridae,Potyvirus,Potato virus V
2470,Potyviridae,Rymovirus,Ryegrass mosaic virus
2471,Bunyaviridae,Tospovirus,Groundnut bud necrosis tospovirus
2473,Arenaviridae,,Arenavirus sp.
2474,Bunyaviridae,,Malacky virus
2475,Flaviviridae,Flavivirus,Greek goat encephalitis virus
2476,Flaviviridae,Flavivirus,Spanish sheep encephalitis virus
2477,Potyviridae,Ipomovirus,Sweet potato mild mottle virus
2478,Potyviridae,Potyvirus,Yam mosaic virus
2481,Potyviridae,Rymovirus,Agropyron mosaic virus
2482,Potyviridae,Rymovirus,Hordeum mosaic virus
2489,Birnaviridae,,Birnavirus sp.
2492,Virgaviridae,Tobamovirus,Youcai mosaic virus
2493,Bunyaviridae,Hantavirus,Isla Vista hantavirus
2506,Bunyaviridae,Hantavirus,Hantavirus Monongahela-1
2507,Bunyaviridae,Hantavirus,Hantavirus Monongahela-2
2508,Bunyaviridae,Hantavirus,Hantavirus Monongahela-3
2509,Reoviridae,Oryzavirus,Rice ragged stunt virus
2510,Totiviridae,Totivirus,Saccharomyces cerevisiae virus L-BC (La)
2513,Potyviridae,Tritimovirus,Brome streak mosaic virus
2514,Bromoviridae,Ilarvirus,Spinach latent virus
2516,Arenaviridae,Mammarenavirus,Oliveros mammarenavirus
2539,Bromoviridae,Ilarvirus,Elm mottle virus
2542,Parvoviridae,Protoparvovirus,Hamster parvovirus
2543,Betaflexiviridae,Capillovirus,Cherry virus A
2544,Bunyaviridae,Hantavirus,Khabarovsk hantavirus
2545,Potyviridae,Potyvirus,Onion yellow dwarf virus
2546,Paramyxoviridae,Rubulavirus,Mapuera virus
2547,Bunyaviridae,Tospovirus,Watermelon silver mottle tospovirus
2548,Potyviridae,Potyvirus,Bean common mosaic necrosis virus
2560,Nodaviridae,Betanodavirus,Barfin flounder nervous necrosis virus
2561,Nodaviridae,Betanodavirus,Japanese flounder nervous necrosis virus
2562,Nodaviridae,Betanodavirus,Redspotted grouper nervous necrosis virus
2563,Nodaviridae,Betanodavirus,Tiger puffer nervous necrosis virus
2564,Flaviviridae,Flavivirus,Alfuy virus
2570,Flaviviridae,Flavivirus,Kokobera virus
2571,Flaviviridae,Flavivirus,Koutango virus
2572,Flaviviridae,Flavivirus,Sepik virus
2586,Togaviridae,Alphavirus,Aura virus
2589,Virgaviridae,Hordeivirus,Lychnis ringspot virus
2590,Geminiviridae,Begomovirus,Ageratum yellow vein virus
2592,Tombusviridae,Aureusvirus,Pothos latent virus
2595,Inoviridae,Inovirus,Xanthomonas phage Cf
2596,Bunyaviridae,Hantavirus,New York hantavirus
2603,Virgaviridae,Furovirus,Oat golden stripe virus
2604,Arenaviridae,Mammarenavirus,Amapar mammarenavirus
2605,Arenaviridae,Mammarenavirus,Guanarito mammarenavirus
2606,Arenaviridae,Mammarenavirus,Flexal mammarenavirus
2607,Arenaviridae,Mammarenavirus,Latino mammarenavirus
2608,Arenaviridae,Mammarenavirus,Parana mammarenavirus
2609,Arenaviridae,Mammarenavirus,Tamiami mammarenavirus
2610,Tombusviridae,Betanecrovirus,Leek white stripe virus
2611,Totiviridae,Victorivirus,Helminthosporium victoriae virus 190S
2636,Bidnaviridae,Bidensovirus,Bombyx mori bidensovirus
2638,Nodaviridae,Betanodavirus,Dicentrarchus labrax encephalitis virus
2641,Potyviridae,Potyvirus,Banana bract mosaic virus
2642,Arenaviridae,Mammarenavirus,Sabia mammarenavirus
2656,Secoviridae,Nepovirus,Artichoke italian latent virus
2657,Potyviridae,Macluravirus,Artichoke latent virus
2658,Circoviridae,Circovirus,Porcine circovirus
2659,Totiviridae,Totivirus,Ustilago maydis virus 1
2668,Virgaviridae,Pomovirus,Beet soil-borne virus
2669,Geminiviridae,Curtovirus,Horseradish curly top virus
2670,Coronaviridae,Torovirus,Bovine torovirus
2671,Bunyaviridae,Hantavirus,Andes hantavirus
2674,Partitiviridae,Betapartitivirus,Rhizoctonia solani virus 717
2675,Potyviridae,Potyvirus,Sweet potato virus G
2676,Inoviridae,Inovirus,Inovirus C2
2680,Reoviridae,Coltivirus,Colorado tick fever virus
2682,Potyviridae,Potyvirus,Papaya leaf distortion mosaic virus
2683,Arenaviridae,Mammarenavirus,Whitewater Arroyo mammarenavirus
2684,Bunyaviridae,Hantavirus,Rio Mamore hantavirus
2708,Picornaviridae,Aphthovirus,Equine rhinitis A virus
2709,Picornaviridae,Erbovirus,Erbovirus A
2715,Bunyaviridae,Hantavirus,Muleshoe hantavirus
2717,Secoviridae,Sadwavirus,Satsuma dwarf virus
2721,Reoviridae,Orbivirus,Wongorr virus
2740,Tombusviridae,Alphanecrovirus,Olive latent virus 1
2742,Picornaviridae,Enterovirus,Enterovirus sp.
2744,Tombusviridae,Umbravirus,Carrot mottle mimic virus
2745,Tombusviridae,Umbravirus,Groundnut rosette virus
2746,Geminiviridae,Begomovirus,Pepper golden mosaic virus
2747,Geminiviridae,Begomovirus,Chino del tomate virus
2750,Betaflexiviridae,Carlavirus,Garlic common latent virus
2754,Totiviridae,Totivirus,Ustilago maydis virus
2757,Closteroviridae,Ampelovirus,Grapevine leafroll-associated virus 1
2758,Betaflexiviridae,Carlavirus,Sugarcane striate mosaic virus
2759,Potyviridae,Macluravirus,Narcissus latent virus
2760,Potyviridae,Macluravirus,Maclura mosaic virus
2767,Togaviridae,Alphavirus,Fort Morgan virus
2769,Togaviridae,Alphavirus,Whataroa virus
2772,Betaflexiviridae,Vitivirus,Heracleum latent virus
2773,Birnaviridae,Entomobirnavirus,Drosophila x virus
2774,Potyviridae,Potyvirus,Sweet potato mild speckling virus
2776,Geminiviridae,Topocuvirus,Tomato pseudo-curly top virus
2777,Geminiviridae,Mastrevirus,Millet streak virus
2778,Arenaviridae,Mammarenavirus,Pirital mammarenavirus
2786,Flaviviridae,Pestivirus,Ovine pestivirus
2787,Rhabdoviridae,Vesiculovirus,Cocal virus
2788,Secoviridae,Fabavirus,Broad bean wilt virus 1
2793,Geminiviridae,Begomovirus,Sida golden mosaic virus
2795,Arenaviridae,,Pampa virus
2796,Closteroviridae,Crinivirus,Cucurbit yellow stunting disorder virus
2797,Geminiviridae,Begomovirus,Cabbage leaf curl virus
2798,Secoviridae,Waikavirus,Maize chlorotic dwarf virus
2802,Betaflexiviridae,Vitivirus,Grapevine virus D
2803,Geminiviridae,Begomovirus,Wissadula golden mosaic virus
2804,Geminiviridae,Begomovirus,Macroptilium golden mosaic virus
2806,Virgaviridae,Tobamovirus,Ribgrass mosaic virus
2807,Closteroviridae,Crinivirus,Tomato infectious chlorosis virus
2808,Tombusviridae,Alphacarmovirus,Saguaro cactus virus
2811,Potyviridae,Potyvirus,Chilli veinal mottle virus
2822,Geminiviridae,Begomovirus,Cotton leaf curl virus
2824,Paramyxoviridae,Rubulavirus,Porcine rubulavirus
2825,Tombusviridae,Betacarmovirus,Hibiscus chlorotic ringspot virus
2830,Geminiviridae,Begomovirus,Papaya leaf curl virus
2834,Geminiviridae,Begomovirus,Tomato leaf curl Tanzania virus
2835,Potyviridae,Poacevirus,Sugarcane streak mosaic virus
2850,Partitiviridae,Alphapartitivirus,Vicia cryptic virus
2851,Flaviviridae,Pegivirus,Pegivirus A
2852,Flaviviridae,Pestivirus,Bovine viral diarrhea virus 2
2854,Alphaflexiviridae,Allexivirus,Garlic mite-borne filamentous virus
2856,Arenaviridae,Mammarenavirus,Ippy mammarenavirus
2857,Arenaviridae,Mammarenavirus,Mobala mammarenavirus
2861,Geminiviridae,Begomovirus,Tomato yellow vein streak virus
2872,Closteroviridae,Ampelovirus,Grapevine leafroll-associated virus 3
2873,Orthomyxoviridae,Isavirus,Infectious salmon anemia virus
2879,Reoviridae,Aquareovirus,Aquareovirus A
2885,Parvoviridae,Erythroparvovirus,Rodent erythroparvovirus 1
2887,Tymoviridae,Marafivirus,Oat blue dwarf virus
2892,Geminiviridae,Mastrevirus,Bean yellow dwarf virus
2901,Rhabdoviridae,Lyssavirus,European bat lyssavirus 1
2902,Rhabdoviridae,Lyssavirus,European bat lyssavirus 2
2907,Potyviridae,Potyvirus,Sesame mosaic virus
2908,Reoviridae,Aquareovirus,Aquareovirus B
2910,Tymoviridae,Tymovirus,Calopogonium yellow vein tymovirus
2913,Luteoviridae,,Chickpea stunt disease associated virus
2914,Geminiviridae,Begomovirus,Leonurus mosaic virus
2920,Togaviridae,Alphavirus,Getah virus
2921,Togaviridae,Alphavirus,Mayaro virus
2922,Togaviridae,Alphavirus,Ndumu virus
2924,Togaviridae,Alphavirus,Una virus
2925,Togaviridae,Alphavirus,Bebaru virus
2929,Rhabdoviridae,Nucleorhabdovirus,Rice yellow stunt virus
2930,Potyviridae,Bymovirus,Rice necrosis mosaic virus
2935,Flaviviridae,Flavivirus,Ilheus virus
2936,Bunyaviridae,Hantavirus,Topografov hantavirus
2937,Reoviridae,Cypovirus,Choristoneura fumiferana cypovirus 16
2938,Tymoviridae,Marafivirus,Maize rayado fino virus
2941,Birnaviridae,Aquabirnavirus,Yellowtail ascites virus
2942,Nanoviridae,Nanovirus,Faba bean necrotic yellows virus
2951,Bunyaviridae,Hantavirus,Cano Delgadito hantavirus
2952,Bunyaviridae,Tospovirus,Iris yellow spot tospovirus
2954,Potyviridae,Potyvirus,Peanut chlorotic blotch virus
2956,Tombusviridae,Gallantivirus,Galinsoga mosaic virus
2958,Togaviridae,Alphavirus,Mucambo virus
2959,Togaviridae,Alphavirus,Pixuna virus
2960,Togaviridae,Alphavirus,Tonate virus
2962,Togaviridae,Alphavirus,Cabassou virus
2988,Bunyaviridae,Hantavirus,Laguna Negra hantavirus
2992,Potyviridae,Potyvirus,Shallot yellow stripe virus
2994,Geminiviridae,Begomovirus,Cassava geminivirus
2995,Geminiviridae,Begomovirus,East African cassava mosaic virus
2999,Reoviridae,Coltivirus,Eyach virus
3213,Paramyxoviridae,Henipavirus,Hendra virus
3216,Bunyaviridae,Tospovirus,Groundnut yellow spot tospovirus
3217,Geminiviridae,Begomovirus,South African cassava mosaic virus
3219,Closteroviridae,Closterovirus,Grapevine leafroll-associated virus 2
3224,Picornaviridae,Enterovirus,Enterovirus G
3226,Dicistroviridae,Cripavirus,Drosophila C virus
3227,Flaviviridae,Flavivirus,Apoi virus
3228,Flaviviridae,Flavivirus,Bukalasa bat virus
3229,Flaviviridae,Flavivirus,Dakar bat virus
3230,Flaviviridae,Flavivirus,Entebbe bat virus
3231,Flaviviridae,Flavivirus,Saboya virus
3232,Flaviviridae,Flavivirus,Rio Bravo virus
3233,Flaviviridae,Flavivirus,Usutu virus
3234,Flaviviridae,Flavivirus,Royal Farm virus
3236,Flaviviridae,Flavivirus,Carey Island virus
3237,Flaviviridae,Flavivirus,Bagaza virus
3239,Flaviviridae,Flavivirus,Ntaya virus
3240,Flaviviridae,Flavivirus,Tembusu virus
3241,Flaviviridae,Flavivirus,Yokose virus
3242,Flaviviridae,Flavivirus,Bouboui virus
3243,Flaviviridae,Flavivirus,Edge Hill virus
3244,Flaviviridae,Flavivirus,Uganda S virus
3245,Flaviviridae,Flavivirus,Cowbone Ridge virus
3246,Flaviviridae,Flavivirus,Jutiapa virus
3247,Flaviviridae,Flavivirus,Modoc virus
3248,Flaviviridae,Flavivirus,Sal Vieja virus
3249,Flaviviridae,Flavivirus,San Perlita virus
3250,Flaviviridae,Flavivirus,Aroa virus
3252,Flaviviridae,Flavivirus,Cacipacore virus
3253,Flaviviridae,Flavivirus,Batu Cave virus
3254,Flaviviridae,Flavivirus,Gadgets Gully virus
3256,Flaviviridae,Flavivirus,Jugra virus
3257,Flaviviridae,Flavivirus,Kadam virus
3258,Flaviviridae,Flavivirus,Kedougou virus
3259,Flaviviridae,Flavivirus,Montana myotis leukoencephalitis virus
3262,Flaviviridae,Flavivirus,Rocio virus
3263,Flaviviridae,Flavivirus,Russian Spring-Summer encephalitis virus
3264,Flaviviridae,Flavivirus,Sokoluk virus
3265,Flaviviridae,Flavivirus,Spondweni virus
3266,Flaviviridae,Flavivirus,Yaounde virus
3267,Flaviviridae,Flavivirus,Zika virus
3278,Dicistroviridae,Triatovirus,Plautia stali intestine virus
3279,Flaviviridae,Flavivirus,Phnom Penh bat virus
3286,Bromoviridae,Ilarvirus,Parietaria mottle virus
3289,Secoviridae,Nepovirus,Peach rosette mosaic virus
3292,Paramyxoviridae,,Recombinant PIV3/PIV1 virus
3294,Betaflexiviridae,,Cherry green ring mottle virus
3297,Secoviridae,Nepovirus,Blackcurrant reversion virus
3299,Luteoviridae,Polerovirus,Carrot red leaf virus
3301,Bunyaviridae,Orthobunyavirus,Akabane orthobunyavirus
3307,Potyviridae,Potyvirus,Ceratobium mosaic virus
3310,Dicistroviridae,Cripavirus,Rhopalosiphum padi virus
3313,Nanoviridae,Nanovirus,Milk vetch dwarf virus
3318,Closteroviridae,Crinivirus,Tomato chlorosis virus
3319,Betaflexiviridae,Carlavirus,Cowpea mild mottle virus
3320,Geminiviridae,Begomovirus,Tobacco leaf curl virus
3322,Tombusviridae,Umbravirus,Carrot mottle virus
3325,Hepadnaviridae,Orthohepadnavirus,Woolly monkey hepatitis B Virus
3372,Dicistroviridae,Aparavirus,Kashmir bee virus
3373,Anelloviridae,,Torque teno virus
3374,Betaflexiviridae,Foveavirus,Grapevine rupestris stem pitting-associated virus
3400,Geminiviridae,Begomovirus,Cowpea golden mosaic virus
3422,Paramyxoviridae,,Ovine parainfluenza virus 3
3423,Potyviridae,Potyvirus,Watermelon leaf mottle virus
3435,Geminiviridae,Begomovirus,Tomato dwarf leaf curl virus
3436,Closteroviridae,Ampelovirus,Grapevine leafroll-associated virus 4
3437,Inoviridae,Inovirus,Vibrio phage fs1
3445,Geminiviridae,Begomovirus,Bipartite tomato geminivirus
3447,Geminiviridae,Begomovirus,Jamaican tomato infecting geminivirus
3448,Totiviridae,Leishmaniavirus,unidentified Leishmania RNA virus
3454,Astroviridae,Avastrovirus,Turkey astrovirus
3455,Picornaviridae,Tremovirus,Tremovirus A
3456,Tymoviridae,Tymovirus,Desmodium yellow mottle virus
3457,Tymoviridae,Tymovirus,Okra mosaic virus
3458,Tymoviridae,Tymovirus,Dulcamara mottle virus
3459,Tymoviridae,Tymovirus,Wild cucumber mosaic virus
3461,Tymoviridae,Tymovirus,Chayote mosaic virus
3463,Closteroviridae,Ampelovirus,Grapevine leafroll-associated virus 5
3464,Geminiviridae,Begomovirus,Tomato leaf curl Sinaloa virus
3466,Potyviridae,Potyvirus,Petunia flower mottle virus
3473,Geminiviridae,Mastrevirus,Sugarcane streak Egypt virus
3490,Virgaviridae,Pomovirus,Beet virus Q
3491,Parvoviridae,Ambidensovirus,Diatraea saccharalis densovirus
3502,Picornaviridae,Kobuvirus,Aichivirus A
3542,Tymoviridae,Tymovirus,Physalis mottle virus
3558,Reoviridae,Fijivirus,Oat sterile dwarf virus
3559,Secoviridae,Fabavirus,Broad bean wilt virus 2
3561,Potyviridae,Potyvirus,Endive necrotic mosaic virus
3576,Bunyaviridae,Tospovirus,Tospovirus sp.
3579,Totiviridae,Victorivirus,Sphaeropsis sapinea RNA virus 1
3580,Totiviridae,Victorivirus,Sphaeropsis sapinea RNA virus 2
3581,Ophioviridae,Ophiovirus,Citrus psorosis virus
3582,Tymoviridae,Tymovirus,Andean potato latent virus
3583,Potyviridae,Potyvirus,Calanthe mild mosaic virus
3591,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 2
3593,Caliciviridae,Vesivirus,Canine calicivirus
3597,Bunyaviridae,Hantavirus,Hantavirus AP111
3599,Picornaviridae,Parechovirus,Ljungan virus
3602,Betaflexiviridae,Foveavirus,Apricot latent virus
3603,Potyviridae,Potyvirus,Cucurbit yellows-associated virus
3604,Geminiviridae,Begomovirus,Abutilon geminivirus
3605,Geminiviridae,Begomovirus,Pepper mild tigre virus
3606,Geminiviridae,Begomovirus,Jatropha mosaic virus
3610,Potyviridae,Bymovirus,Wheat yellow mosaic virus
3611,Partitiviridae,Betapartitivirus,Fusarium poae virus 1
3612,Reoviridae,Orthoreovirus,Baboon orthoreovirus
3613,Rhabdoviridae,,Wheat rosette stunt virus
3622,Bunyaviridae,Tospovirus,Watermelon bud necrosis tospovirus
3623,Bunyaviridae,Tospovirus,Capsicum chlorosis virus
3625,Benyviridae,Benyvirus,Beet soil-borne mosaic virus
3628,Geminiviridae,Begomovirus,Pepper yellow vein virus
3636,Geminiviridae,Begomovirus,Watermelon geminivirus
3638,Bunyaviridae,Tospovirus,Melon yellow spot virus
3644,Tombusviridae,Betacarmovirus,Japanese iris necrotic ring virus
3647,Geminiviridae,Begomovirus,Cotton leaf crumple virus
3648,Reoviridae,Fijivirus,Fiji disease virus
3649,Reoviridae,Seadornavirus,Banna virus
3650,Geminiviridae,Begomovirus,Clitoria falcata mosaic virus
3651,Geminiviridae,Begomovirus,Malva geminivirus
3652,Geminiviridae,Begomovirus,Sida geminivirus
3653,Geminiviridae,Begomovirus,Tobacco geminivirus
3655,Geminiviridae,Begomovirus,Euphorbia mosaic virus
3656,Geminiviridae,Begomovirus,Kenal mosaic virus
3657,Geminiviridae,Begomovirus,Merremia mosaic virus
3658,Geminiviridae,Begomovirus,Tobacco15 geminivirus
3660,Circoviridae,Circovirus,Beak and feather disease virus
3665,Virgaviridae,Tobamovirus,Crucifer tobamovirus
3666,Geminiviridae,Mastrevirus,Sugarcane streak Reunion virus
3668,Togaviridae,Alphavirus,Salmon pancreas disease virus
3670,Geminiviridae,Begomovirus,Bean mosaic Florida virus
3675,Geminiviridae,Begomovirus,Cotton yellow mosaic virus
3676,Geminiviridae,Begomovirus,Okra mosaic Mexico virus
3677,Geminiviridae,Begomovirus,Tobacco apical stunt virus
3678,Birnaviridae,Aquabirnavirus,Marine birnavirus
3692,Potyviridae,Potyvirus,Japanese yam mosaic virus
3693,Virgaviridae,Pomovirus,Broad bean necrosis virus
3708,Bunyaviridae,Orthobunyavirus,Main Drain orthobunyavirus
3709,Bunyaviridae,Orthobunyavirus,Kairi orthobunyavirus
3711,Bunyaviridae,Orthobunyavirus,Guaroa orthobunyavirus
3713,Dicistroviridae,Triatovirus,Himetobi P virus
3715,Betaflexiviridae,Trichovirus,Grapevine berry inner necrosis virus
3717,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus B
3726,Closteroviridae,,Olive leaf yellowing-associated virus
3751,Potyviridae,Potyvirus,Carnation vein mottle virus
3760,Inoviridae,Inovirus,Vibrio phage fs2
3769,Virgaviridae,Furovirus,Chinese wheat mosaic virus
3771,Permutotetraviridae,Alphapermutotetravirus,Thosea asigna virus
3772,Geminiviridae,Begomovirus,Pepper leaf curl virus
3773,Bunyaviridae,Tospovirus,Chrysanthemum stem necrosis virus
3774,Bunyaviridae,Tospovirus,Zucchini lethal chlorosis tospovirus
3790,Alphaflexiviridae,Potexvirus,Alternanthera mosaic virus
3791,Picornaviridae,Teschovirus,Teschovirus A
3793,Circoviridae,Circovirus,Porcine circovirus 2
3803,Alphatetraviridae,Betatetravirus,Nudaurelia capensis beta virus
3807,Geminiviridae,Begomovirus,Tomato yellow leaf curl Thailand virus
3808,Geminiviridae,Begomovirus,Soybean crinkle leaf virus
3816,Picornaviridae,Enterovirus,Echovirus 34
3819,Geminiviridae,Begomovirus,Tomato yellow mottle virus
3820,Bunyaviridae,Hantavirus,Amur virus
3821,Potyviridae,Potyvirus,Yam mild mosaic virus
3837,Flaviviridae,,Turkey meningoencephalitis virus
3847,Narnaviridae,Mitovirus,Ophiostoma mitovirus 4
3848,Narnaviridae,Mitovirus,Ophiostoma mitovirus 5
3849,Narnaviridae,Mitovirus,Ophiostoma mitovirus 6
3850,Geminiviridae,Begomovirus,Mungbean yellow mosaic India virus
3881,Iflaviridae,Iflavirus,Sacbrood virus
3887,Hepadnaviridae,,Ross's goose hepatitis B virus
3891,Cystoviridae,,Pseudomonas phage phi9
3892,Cystoviridae,,Pseudomonas phage phi7
3893,Cystoviridae,,Pseudomonas phage phi10
3896,Rhabdoviridae,Lyssavirus,Australian bat lyssavirus
3897,Microviridae,Chlamydiamicrovirus,Guinea pig Chlamydia phage
3901,Geminiviridae,Begomovirus,Squash yellow mottle virus
3903,Potyviridae,Potyvirus,Colombian datura virus
3907,Luteoviridae,Polerovirus,Cucurbit aphid-borne yellows virus
3910,Paramyxoviridae,,Tupaia paramyxovirus
3911,Dicistroviridae,Triatovirus,Black queen cell virus
3912,Dicistroviridae,Aparavirus,Acute bee paralysis virus
3916,Inoviridae,,Xanthomonas phage phiXv
3918,Geminiviridae,Begomovirus,Tomato mild yellow mottle virus - [Honduras 96 - H5kw]
3919,Geminiviridae,Begomovirus,Tomato severe leaf curl virus
3920,Inoviridae,Plectrovirus,Spiroplasma phage SVTS2
3926,Anelloviridae,,TTV-like mini virus
3927,Bunyaviridae,Hantavirus,Hantavirus Z10
3932,Totiviridae,,unidentified blackcurrent Totiviridae
3933,Luteoviridae,Polerovirus,Sugarcane yellow leaf virus
3941,Geminiviridae,Begomovirus,Dicliptera yellow mottle virus
3961,Geminiviridae,Begomovirus,Tomato yellow mosaic virus
3963,Secoviridae,Fabavirus,Broad bean wilt virus
3966,Roniviridae,Okavirus,Gill-associated virus
3968,Geminiviridae,Begomovirus,Tomato leaf curl Philippines virus
3976,Parvoviridae,Ambidensovirus,Blattodean ambidensovirus 1
4053,Geminiviridae,Begomovirus,Tomato rugose mosaic virus
4054,Nodaviridae,Betanodavirus,Atlantic halibut nodavirus
4064,Virgaviridae,Tobamovirus,Frangipani mosaic virus
4081,Geminiviridae,Begomovirus,Sweet potato leaf curl virus
